# H	I
201.048936363636      -0.838579363349786
195.210063636364      -0.844342582858165
190.600427272727      -0.841538365132317
183.805481818182      -0.831624945218897
178.444645454545      -0.841467063884545
176.839809090909      -0.841642858340258
171.547245454545      -0.841538365132317
169.976545454545      -0.841467063884545
170.864345454545      -0.840673027261632
172.3326      -0.842073124490605
172.4009      -0.841638052770267
171.376527272727      -0.83487169846565
171.922863636364      -0.847803152038815
169.4302      -0.834265637859589
167.415627272727      -0.844772849008512
168.439981818182      -0.834983655474159
168.235118181818      -0.847803152038815
169.088763636364      -0.831736902227406
169.430218181818      -0.854574311913423
168.713136363636      -0.827782229449204
168.918018181818      -0.848668489909501
168.576554545455      -0.827565779232753
164.991263636364      -0.845162459398122
167.825354545455      -0.83487169846565
166.732663636364      -0.844772849008512
167.722881818182      -0.831202142869117
163.386409090909      -0.838177483589617
167.415572727273      -0.834265637859589
167.654581818182      -0.831624945218897
167.654581818182      -0.837654993601887
164.547345454545      -0.844454539866673
167.347272727273      -0.84456866816262
161.781554545455      -0.834879162266217
165.742436363636      -0.844998934312967
165.571709090909      -0.831130841621345
165.879018181818      -0.84456866816262
166.083890909091      -0.837902001495953
164.479054545455      -0.848739791157272
165.127818181818      -0.831130841621345
162.976654545455      -0.844497366914848
164.035163636364      -0.820840080688873
160.757190909091      -0.844815676056687
164.5132      -0.828100538591042
164.001018181818      -0.847803152038815
164.786363636364      -0.827565779232753
163.283963636364      -0.837830700248181
163.625418181818      -0.838013958504462
162.669345454545      -0.844556398792062
162.054727272727      -0.834767205257709
162.566909090909      -0.844597054552798
164.240036363636      -0.831202142869117
161.781563636364      -0.838072990381676
161.713272727273      -0.831202142869117
162.942509090909      -0.830800263108948
163.181527272727      -0.82392941559639
162.054727272727      -0.834436626745312
157.137772727273      -0.84456866816262
161.849854545455      -0.823064077725704
162.293745454545      -0.834161144651648
161.815709090909      -0.830410652719338
160.927927272727      -0.840932304526256
160.620618181818      -0.827235200720357
162.020581818182      -0.840861003278484
161.713272727273      -0.823351829189926
159.6304      -0.837295940889893
161.5084      -0.826845590330746
160.962072727273      -0.841031992164207
159.732836363636      -0.827565779232753
160.962072727273      -0.834479453793487
160.927927272727      -0.827565779232753
158.8792      -0.83772620704024
158.640181818182      -0.833901867387023
160.654763636364      -0.83772620704024
160.279163636364      -0.830524781015284
159.869418181818      -0.841031992164207
159.323090909091      -0.837295940889893
159.6304      -0.837612078744293
160.347454545455      -0.837797508288012
159.186509090909      -0.823582632254954
159.6304      -0.837466929775615
158.537745454545      -0.833440955749641
160.142581818182      -0.827218995891318
155.259781818182      -0.823527535836221
159.152363636364      -0.834161144651648
158.640181818182      -0.829875893361049
159.118218181818      -0.837191447681951
157.410945454545      -0.82363949284473
156.489018181818      -0.830914391404895
157.479236363636      -0.826845590330746
158.913345454545      -0.827278027768531
153.620790909091      -0.833440955749641
157.308509090909      -0.834089843403876
158.093854545455      -0.830206471873446
157.547527272727      -0.830453479767512
156.864618181818      -0.833512256997413
156.728036363636      -0.830453479767512
158.332872727273      -0.833830566139251
156.523163636364      -0.826888417378921
157.991418181818      -0.826557838866524
156.352436363636      -0.826817116131149
157.820690909091      -0.833830566139251
154.372      -0.826817116131149
157.820690909091      -0.837466929775615
156.864618181818      -0.833257697493361
157.820690909091      -0.843820005061016
156.113418181818      -0.826669795875033
158.162145454545      -0.826888417378921
156.6256      -0.826669795875033
155.157345454546      -0.840756510070543
155.8744      -0.826669795875033
157.171927272727      -0.834161144651648
156.25      -0.830306159511396
152.459845454545      -0.833483782797816
155.737818181818      -0.826669795875033
156.523163636364      -0.829918720409224
155.840254545455      -0.826741097122805
154.884181818182      -0.830348986559571
154.884181818182      -0.833010689599294
157.171927272727      -0.826712622923207
155.191490909091      -0.837077319386005
152.937881818182      -0.830277685311799
156.728036363636      -0.837077319386005
154.576872727273      -0.820045956256541
155.020763636364      -0.833830566139251
155.601236363636      -0.823682319892904
155.362218181818      -0.836972826178063
156.147563636364      -0.817188813399398
155.976836363636      -0.836860869169554
155.464654545455      -0.830494135528249
156.6256      -0.830348986559571
155.532945454545      -0.819727647114702
156.318290909091      -0.833654771683538
155.225636363636      -0.826669795875033
155.089054545455      -0.833450590837646
154.645163636364      -0.830306159511396
155.430509090909      -0.823753621140676
155.737818181818      -0.833871221899988
155.191490909091      -0.820117257504313
155.1232      -0.830306159511396
155.259781818182      -0.819511196898252
155.362218181818      -0.83394252314776
155.703672727273      -0.823076259286844
152.0501      -0.833407763789471
